# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  145       5.628548333386e-10       1.519394928979e-13      -6.145035103149e-12       1.031421406804e-15       4.014281865302e-12       7.751030453905e-13      -4.357213223310e-15 
  146       5.673488587980e-10       1.516244256059e-13      -6.166457811210e-12       1.046760517215e-15       3.937005393026e-12       7.638328714498e-13      -4.294806480756e-15 
  147       5.718230106645e-10       1.512460013442e-13      -6.184907497412e-12       1.062245498223e-15       3.861546684958e-12       7.527935130319e-13      -4.233457887931e-15 
  148       5.762762068562e-10       1.508050034090e-13      -6.200336261390e-12       1.077876791685e-15       3.787900928765e-12       7.419833242848e-13      -4.173087966596e-15 
  149       5.807073288601e-10       1.503023131653e-13      -6.212697579485e-12       1.093654816835e-15       3.716056662670e-12       7.313996458885e-13      -4.113608170082e-15 
  150       5.851152209682e-10       1.497389118000e-13      -6.221946344673e-12       1.109579969736e-15       3.645995616939e-12       7.210387810248e-13      -4.054920694088e-15 
  151       5.894986895133e-10       1.491158820762e-13      -6.228038906486e-12       1.125652622732e-15       3.577692555369e-12       7.108959713452e-13      -3.996918287484e-15 
  152       5.938565021049e-10       1.484344100856e-13      -6.230933110945e-12       1.141873123908e-15       3.511115116775e-12       7.009653729405e-13      -3.939484063109e-15 
  153       5.981873868645e-10       1.476957870024e-13      -6.230588340484e-12       1.158241796539e-15       3.446223656474e-12       6.912400323091e-13      -3.882491308574e-15 
  154       6.024900316621e-10       1.469014108364e-13      -6.226965553876e-12       1.174758938547e-15       3.382971087776e-12       6.817118623260e-13      -3.825803297061e-15 
  155       6.067630833515e-10       1.460527881869e-13      -6.220027326162e-12       1.191424821954e-15       3.321302723470e-12       6.723716182118e-13      -3.769273098122e-15 
  156       6.110051470062e-10       1.451515359952e-13      -6.209737888577e-12       1.208239692337e-15       3.261156117307e-12       6.632088735010e-13      -3.712743388486e-15 
  157       6.152147851555e-10       1.441993832990e-13      -6.196063168476e-12       1.225203768284e-15       3.202460905494e-12       6.542119960117e-13      -3.656046262850e-15 
  158       6.193905170197e-10       1.431981729849e-13      -6.178970829263e-12       1.242317240843e-15       3.145138648174e-12       6.453681238134e-13      -3.599003044688e-15 
  159       6.235308177464e-10       1.421498635423e-13      -6.158430310314e-12       1.259580272983e-15       3.089102670917e-12       6.366631411967e-13      -3.541424097047e-15 
  160       6.276341176463e-10       1.410565308167e-13      -6.134412866907e-12       1.276992999043e-15       3.034257906206e-12       6.280816546417e-13      -3.483108633348e-15 
  161       6.316989081458e-10       1.399203235038e-13      -6.106891494771e-12       1.294555531337e-15       2.980520418689e-12       6.196104400465e-13      -3.423892797441e-15 
  162       6.357240717812e-10       1.387433215280e-13      -6.075840612404e-12       1.312267981757e-15       2.927878254114e-12       6.112491774458e-13      -3.363799079110e-15 
  163       6.397085800620e-10       1.375276684330e-13      -6.041236426836e-12       1.330130441045e-15       2.876335693536e-12       6.030006240845e-13      -3.302899811703e-15 
  164       6.436513891078e-10       1.362756180423e-13      -6.003057085564e-12       1.348142971310e-15       2.825893986110e-12       5.948672205409e-13      -3.241270123890e-15 
  165       6.475514393750e-10       1.349895359999e-13      -5.961282715947e-12       1.366305605514e-15       2.776551281140e-12       5.868510826671e-13      -3.178987972545e-15 
  166       6.514076553830e-10       1.336719013112e-13      -5.915895464604e-12       1.384618346959e-15       2.728302560129e-12       5.789539935282e-13      -3.116134175630e-15 
  167       6.552189454419e-10       1.323253078831e-13      -5.866879536808e-12       1.403081168775e-15       2.681139568829e-12       5.711773953418e-13      -3.052792445071e-15 
  168       6.589842013786e-10       1.309524660647e-13      -5.814221235881e-12       1.421694013406e-15       2.635050749290e-12       5.635223814183e-13      -2.989049419646e-15 
  169       6.627022982640e-10       1.295562041880e-13      -5.757909002594e-12       1.440456792099e-15       2.590021171909e-12       5.559896881000e-13      -2.924994697858e-15 
  170       6.663720941392e-10       1.281394701082e-13      -5.697933454560e-12       1.459369384390e-15       2.546032467479e-12       5.485796867009e-13      -2.860720870826e-15 
  171       6.699924297433e-10       1.267053327444e-13      -5.634287425630e-12       1.478431637591e-15       2.503062759243e-12       5.412923754464e-13      -2.796323555156e-15 
  172       6.735621282390e-10       1.252569836202e-13      -5.566966005291e-12       1.497643366278e-15       2.461086594935e-12       5.341273714130e-13      -2.731901425832e-15 
  173       6.770799949405e-10       1.237977384040e-13      -5.495966578060e-12       1.517004351778e-15       2.420074878838e-12       5.270839024678e-13      -2.667556249090e-15 
