# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  101       3.833772801008e-10       1.140580271920e-13      -3.447732074207e-12       5.111327129137e-16       1.045133627084e-11       1.607956108087e-12      -7.486069115346e-15 
  102       3.879636350016e-10       1.161598553880e-13      -3.542612895972e-12       5.214354137453e-16       1.018915893870e-11       1.575334293915e-12      -7.412250457806e-15 
  103       3.925762586961e-10       1.182366397767e-13      -3.637428023829e-12       5.318513912927e-16       9.935055022455e-12       1.543689937246e-12      -7.340624573812e-15 
  104       3.972140143246e-10       1.202862602900e-13      -3.732100910718e-12       5.423815985598e-16       9.688223097715e-12       1.512952294098e-12      -7.271410641668e-15 
  105       4.018764905690e-10       1.223067556886e-13      -3.826556460386e-12       5.530267751358e-16       9.448558717258e-12       1.483109709926e-12      -7.204527088208e-15 
  106       4.065633829705e-10       1.242962057319e-13      -3.920719355798e-12       5.637876189135e-16       9.216102101596e-12       1.454160757042e-12      -7.139788995612e-15 
  107       4.112742736407e-10       1.262526904420e-13      -4.014513489293e-12       5.746648466101e-16       8.990842852408e-12       1.426096901954e-12      -7.076976823695e-15 
  108       4.160086269425e-10       1.281742911616e-13      -4.107861989984e-12       5.856591940094e-16       8.772718209972e-12       1.398902265233e-12      -7.015835371635e-15 
  109       4.207657851714e-10       1.300590916107e-13      -4.200687251167e-12       5.967714162036e-16       8.561611310594e-12       1.372553381378e-12      -6.956072739697e-15 
  110       4.255449642367e-10       1.319051789446e-13      -4.292910957723e-12       6.080022878350e-16       8.357349444032e-12       1.347018958687e-12      -6.897359290963e-15 
  111       4.303452493430e-10       1.337106448108e-13      -4.384454113527e-12       6.193526033376e-16       8.159702310932e-12       1.322259639117e-12      -6.839326613059e-15 
  112       4.351655906712e-10       1.354735864066e-13      -4.475237068849e-12       6.308231771793e-16       7.968380280249e-12       1.298227758159e-12      -6.781566479879e-15 
  113       4.400047990599e-10       1.371921075363e-13      -4.565179547760e-12       6.424148441034e-16       7.783032646680e-12       1.274867104700e-12      -6.723629813315e-15 
