# total lensed [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dd                     7:dT                     8:dE                 
 1279       7.713630014244e+02       3.042571127193e+01       1.012370767465e-01      -1.693910020259e+01       4.491836808126e-09       1.908150932880e-06      -3.686244403392e-07 
 1280       7.692033392681e+02       3.050252834346e+01       1.011473695294e-01      -1.762104007779e+01       4.485191095617e-09       1.920793824363e-06      -3.698001772762e-07 
 1281       7.671058774272e+02       3.057569221038e+01       1.010582264994e-01      -1.830670412398e+01       4.478558728693e-09       1.933521765408e-06      -3.709357457363e-07 
 1282       7.650711818675e+02       3.064514765008e+01       1.009696677127e-01      -1.899576304563e+01       4.471939590191e-09       1.946344895099e-06      -3.720310213531e-07 
 1283       7.630998205900e+02       3.071083917756e+01       1.008817133298e-01      -1.968788544112e+01       4.465333557580e-09       1.959273444922e-06      -3.730858804428e-07 
 1284       7.611923636339e+02       3.077271104501e+01       1.007943836152e-01      -2.038273779853e+01       4.458740502916e-09       1.972317739119e-06      -3.741002000097e-07 
 1285       7.593492206331e+02       3.083071802028e+01       1.007076963445e-01      -2.107999691226e+01       4.452160321909e-09       1.985484591414e-06      -3.750738703198e-07 
 1286       7.575701514574e+02       3.088485785756e+01       1.006216589904e-01      -2.177938729564e+01       4.445593021932e-09       1.998766427149e-06      -3.760068328472e-07 
 1287       7.558547500096e+02       3.093513919524e+01       1.005362764479e-01      -2.248064418576e+01       4.439038635923e-09       2.012151976351e-06      -3.768990429849e-07 
 1288       7.542026061577e+02       3.098157081077e+01       1.004515536199e-01      -2.318350115816e+01       4.432497193434e-09       2.025629860147e-06      -3.777504575428e-07 
 1289       7.526133057265e+02       3.102416162101e+01       1.003674954173e-01      -2.388769012360e+01       4.425968720592e-09       2.039188590333e-06      -3.785610347555e-07 
 1290       7.510864304882e+02       3.106292068255e+01       1.002841067588e-01      -2.459294132485e+01       4.419453240077e-09       2.052816568953e-06      -3.793307342902e-07 
 1291       7.496215581539e+02       3.109785719204e+01       1.002013925713e-01      -2.529898333345e+01       4.412950771083e-09       2.066502087864e-06      -3.800595172545e-07 
 1292       7.482182623648e+02       3.112898048649e+01       1.001193577893e-01      -2.600554304649e+01       4.406461329292e-09       2.080233328312e-06      -3.807473462046e-07 
 1293       7.468761126830e+02       3.115630004364e+01       1.000380073557e-01      -2.671234568338e+01       4.399984926842e-09       2.093998360498e-06      -3.813941851530e-07 
 1294       7.455946745830e+02       3.117982548224e+01       9.995734622077e-02      -2.741911478265e+01       4.393521572294e-09       2.107785143149e-06      -3.819999995767e-07 
 1295       7.443735094425e+02       3.119956656240e+01       9.987737934316e-02      -2.812557219868e+01       4.387071270602e-09       2.121581523090e-06      -3.825647564250e-07 
 1296       7.432121745341e+02       3.121553318590e+01       9.979811168923e-02      -2.883143809851e+01       4.380634023080e-09       2.135375234806e-06      -3.830884241274e-07 
 1297       7.421102230157e+02       3.122773539654e+01       9.971954823334e-02      -2.953643095859e+01       4.374209827373e-09       2.149153900016e-06      -3.835709726021e-07 
 1298       7.410672039223e+02       3.123618338045e+01       9.964169395772e-02      -3.024026756158e+01       4.367798677423e-09       2.162905027235e-06      -3.840123732632e-07 
 1299       7.400826621568e+02       3.124088746640e+01       9.956455385257e-02      -3.094266299310e+01       4.361400563437e-09       2.176616011343e-06      -3.844125990297e-07 
 1300       7.391561384813e+02       3.124185812617e+01       9.948813291597e-02      -3.164333063853e+01       4.355015471858e-09       2.190274133150e-06      -3.847716243328e-07 
 1301       7.382871695080e+02       3.123910597481e+01       9.941243615394e-02      -3.234198217976e+01       4.348643385327e-09       2.203866558959e-06      -3.850894251242e-07 
 1302       7.374752876909e+02       3.123264177103e+01       9.933746858038e-02      -3.303832759196e+01       4.342284282658e-09       2.217380340135e-06      -3.853659788843e-07 
 1303       7.367200213161e+02       3.122247641748e+01       9.926323521714e-02      -3.373207514041e+01       4.335938138800e-09       2.230802412662e-06      -3.856012646302e-07 
 1304       7.360208944939e+02       3.120862096111e+01       9.918974109394e-02      -3.442293137719e+01       4.329604924807e-09       2.244119596712e-06      -3.857952629237e-07 
 1305       7.353774271491e+02       3.119108659346e+01       9.911699124841e-02      -3.511060113802e+01       4.323284607804e-09       2.257318596203e-06      -3.859479558797e-07 
 1306       7.347891350127e+02       3.116988465102e+01       9.904499072610e-02      -3.579478753901e+01       4.316977150957e-09       2.270385998362e-06      -3.860593271740e-07 
 1307       7.342555296129e+02       3.114502661552e+01       9.897374458043e-02      -3.647519197343e+01       4.310682513437e-09       2.283308273288e-06      -3.861293620517e-07 
 1308       7.337761182661e+02       3.111652411429e+01       9.890325787274e-02      -3.715151410850e+01       4.304400650389e-09       2.296071773507e-06      -3.861580473353e-07 
 1309       7.333504040682e+02       3.108438892056e+01       9.883353567225e-02      -3.782345188215e+01       4.298131512897e-09       2.308662733538e-06      -3.861453714326e-07 
 1310       7.329778858859e+02       3.104863295381e+01       9.876458305606e-02      -3.849070149981e+01       4.291875047955e-09       2.321067269446e-06      -3.860913243455e-07 
 1311       7.326580583473e+02       3.100926828005e+01       9.869640510919e-02      -3.915295743115e+01       4.285631198429e-09       2.333271378405e-06      -3.859958976777e-07 
 1312       7.323904118337e+02       3.096630711220e+01       9.862900692450e-02      -3.980991240690e+01       4.279399903024e-09       2.345260938254e-06      -3.858590846429e-07 
 1313       7.321744324704e+02       3.091976181038e+01       9.856239360277e-02      -4.046125741561e+01       4.273181096254e-09       2.357021707050e-06      -3.856808800734e-07 
 1314       7.320096021177e+02       3.086964488226e+01       9.849657025263e-02      -4.110668170039e+01       4.266974708405e-09       2.368539322631e-06      -3.854612804282e-07 
 1315       7.318953983626e+02       3.081596898335e+01       9.843154199061e-02      -4.174587275574e+01       4.260780665503e-09       2.379799302167e-06      -3.852002838009e-07 
 1316       7.318312945092e+02       3.075874691736e+01       9.836731394110e-02      -4.237851632429e+01       4.254598889279e-09       2.390787041716e-06      -3.848978899286e-07 
 1317       7.318167595706e+02       3.069799163651e+01       9.830389123636e-02      -4.300429639356e+01       4.248429297136e-09       2.401487815779e-06      -3.845541001998e-07 
 1318       7.318512582595e+02       3.063371624186e+01       9.824127901653e-02      -4.362289519278e+01       4.242271802113e-09       2.411886776853e-06      -3.841689176626e-07 
 1319       7.319342509795e+02       3.056593398362e+01       9.817948242960e-02      -4.423399318964e+01       4.236126312852e-09       2.421968954982e-06      -3.837423470334e-07 
 1320       7.320651938165e+02       3.049465826151e+01       9.811850663143e-02      -4.483726908705e+01       4.229992733566e-09       2.431719257313e-06      -3.832743947049e-07 
 1321       7.322435385293e+02       3.041990262504e+01       9.805835678575e-02      -4.543239981994e+01       4.223870963998e-09       2.441122467646e-06      -3.827650687547e-07 
 1322       7.324687325415e+02       3.034168077387e+01       9.799903806414e-02      -4.601906055202e+01       4.217760899394e-09       2.450163245983e-06      -3.822143789535e-07 
 1323       7.327402189318e+02       3.026000655812e+01       9.794055564602e-02      -4.659692467255e+01       4.211662430462e-09       2.458826128080e-06      -3.816223367733e-07 
 1324       7.330573747792e+02       3.017490025052e+01       9.788291253369e-02      -4.716569905343e+01       4.205575467980e-09       2.467100196981e-06      -3.809889807082e-07 
 1325       7.334193254683e+02       3.008640743791e+01       9.782610297087e-02      -4.772523025290e+01       4.199500017276e-09       2.474993183230e-06      -3.803144526767e-07 
 1326       7.338251283156e+02       2.999458033899e+01       9.777011895144e-02      -4.827539947827e+01       4.193436105317e-09       2.482517597167e-06      -3.795989229004e-07 
 1327       7.342738340167e+02       2.989947155222e+01       9.771495239772e-02      -4.881608743119e+01       4.187383756199e-09       2.489686078587e-06      -3.788425647205e-07 
 1328       7.347644866336e+02       2.980113405656e+01       9.766059516028e-02      -4.934717430684e+01       4.181342991120e-09       2.496511397248e-06      -3.780455546112e-07 
 1329       7.352961235813e+02       2.969962121220e+01       9.760703901783e-02      -4.986853979313e+01       4.175313828350e-09       2.503006453376e-06      -3.772080721934e-07 
 1330       7.358677756150e+02       2.959498676134e+01       9.755427567701e-02      -5.038006306990e+01       4.169296283213e-09       2.509184278181e-06      -3.763303002486e-07 
 1331       7.364784668167e+02       2.948728482897e+01       9.750229677231e-02      -5.088162280805e+01       4.163290368057e-09       2.515058034366e-06      -3.754124247323e-07 
 1332       7.371272145826e+02       2.937656992355e+01       9.745109386584e-02      -5.137309716879e+01       4.157296092228e-09       2.520641016636e-06      -3.744546347881e-07 
 1333       7.378130296096e+02       2.926289693785e+01       9.740065844726e-02      -5.185436380279e+01       4.151313462047e-09       2.525946652215e-06      -3.734571227611e-07 
 1334       7.385349158825e+02       2.914632114962e+01       9.735098193354e-02      -5.232529984937e+01       4.145342480783e-09       2.530988501356e-06      -3.724200842121e-07 
 1335       7.392918706607e+02       2.902689822243e+01       9.730205566889e-02      -5.278578193571e+01       4.139383148626e-09       2.535780257854e-06      -3.713437179309e-07 
 1336       7.400828844654e+02       2.890468420635e+01       9.725387092456e-02      -5.323568617600e+01       4.133435462664e-09       2.540335749564e-06      -3.702282259507e-07 
 1337       7.409069410663e+02       2.877973553875e+01       9.720641889869e-02      -5.367488817065e+01       4.127499416853e-09       2.544668938917e-06      -3.690738135615e-07 
 1338       7.417630174687e+02       2.865210904504e+01       9.715969071618e-02      -5.410326300548e+01       4.121575001993e-09       2.548793923432e-06      -3.678806893242e-07 
 1339       7.426500839002e+02       2.852186193943e+01       9.711367742851e-02      -5.452068525088e+01       4.115662205704e-09       2.552724936237e-06      -3.666490650843e-07 
 1340       7.435671037981e+02       2.838905182567e+01       9.706837001363e-02      -5.492702896104e+01       4.109761012394e-09       2.556476346586e-06      -3.653791559863e-07 
 1341       7.445130337957e+02       2.825373669780e+01       9.702375937574e-02      -5.532216767308e+01       4.103871403239e-09       2.560062660376e-06      -3.640711804868e-07 
 1342       7.454868237096e+02       2.811597494095e+01       9.697983634521e-02      -5.570597440629e+01       4.097993356152e-09       2.563498520669e-06      -3.627253603694e-07 
 1343       7.464874165267e+02       2.797582533204e+01       9.693659167839e-02      -5.607832166128e+01       4.092126845757e-09       2.566798708211e-06      -3.613419207580e-07 
 1344       7.475137483909e+02       2.783334704057e+01       9.689401605745e-02      -5.643908141919e+01       4.086271843364e-09       2.569978141952e-06      -3.599210901311e-07 
 1345       7.485647485903e+02       2.768859962934e+01       9.685210009027e-02      -5.678812514086e+01       4.080428316942e-09       2.573051879572e-06      -3.584631003359e-07 
 1346       7.496393395437e+02       2.754164305524e+01       9.681083431023e-02      -5.712532376601e+01       4.074596231089e-09       2.576035117998e-06      -3.569681866021e-07 
 1347       7.507364367879e+02       2.739253766999e+01       9.677020917611e-02      -5.745054771247e+01       4.068775547010e-09       2.578943193930e-06      -3.554365875561e-07 
 1348       7.518549489647e+02       2.724134422090e+01       9.673021507189e-02      -5.776366687531e+01       4.062966222486e-09       2.581791584367e-06      -3.538685452352e-07 
 1349       7.529937778075e+02       2.708812385160e+01       9.669084230666e-02      -5.806455062605e+01       4.057168211849e-09       2.584595907129e-06      -3.522643051014e-07 
 1350       7.541518181284e+02       2.693293810282e+01       9.665208111440e-02      -5.835306781186e+01       4.051381465951e-09       2.587371921385e-06      -3.506241160560e-07 
 1351       7.553279578052e+02       2.677584891314e+01       9.661392165386e-02      -5.862908675473e+01       4.045605932144e-09       2.590135528177e-06      -3.489482304534e-07 
 1352       7.565210777680e+02       2.661691861975e+01       9.657635400844e-02      -5.889247525065e+01       4.039841554244e-09       2.592902770950e-06      -3.472369041155e-07 
 1353       7.577300519868e+02       2.645620995918e+01       9.653936818596e-02      -5.914310056884e+01       4.034088272509e-09       2.595689836078e-06      -3.454903963455e-07 
 1354       7.589537474576e+02       2.629378606808e+01       9.650295411859e-02      -5.938082945085e+01       4.028346023610e-09       2.598513053395e-06      -3.437089699427e-07 
 1355       7.601910241901e+02       2.612971048394e+01       9.646710166264e-02      -5.960552810986e+01       4.022614740604e-09       2.601388896721e-06      -3.418928912164e-07 
 1356       7.614407351939e+02       2.596404714592e+01       9.643180059844e-02      -5.981706222975e+01       4.016894352901e-09       2.604333984399e-06      -3.400424300003e-07 
 1357       7.627017264662e+02       2.579686039550e+01       9.639704063016e-02      -6.001529696437e+01       4.011184786246e-09       2.607365079817e-06      -3.381578596665e-07 
 1358       7.639728369780e+02       2.562821497731e+01       9.636281138569e-02      -6.020009693672e+01       4.005485962680e-09       2.610499091950e-06      -3.362394571404e-07 
 1359       7.652528986615e+02       2.545817603987e+01       9.632910241647e-02      -6.037132623807e+01       3.999797800520e-09       2.613753075884e-06      -3.342875029145e-07 
 1360       7.665407363969e+02       2.528680913633e+01       9.629590319733e-02      -6.052884842721e+01       3.994120214327e-09       2.617144233355e-06      -3.323022810628e-07 
 1361       7.678351679995e+02       2.511418022521e+01       9.626320312635e-02      -6.067252652964e+01       3.988453114879e-09       2.620689913283e-06      -3.302840792555e-07 
 1362       7.691350042060e+02       2.494035567121e+01       9.623099152473e-02      -6.080222303670e+01       3.982796409140e-09       2.624407612302e-06      -3.282331887733e-07 
 1363       7.704391051641e+02       2.476540114211e+01       9.619925705279e-02      -6.091783522681e+01       3.977150021129e-09       2.628309564167e-06      -3.261499200382e-07 
 1364       7.717465505875e+02       2.458937828521e+01       9.616798595168e-02      -6.101940154528e+01       3.971513955055e-09       2.632386411549e-06      -3.240346494519e-07 
 1365       7.730564713998e+02       2.441234801677e+01       9.613716378252e-02      -6.110699636412e+01       3.965888233477e-09       2.636623272722e-06      -3.218877733396e-07 
 1366       7.743679933893e+02       2.423437162323e+01       9.610677600832e-02      -6.118069476509e+01       3.960272876512e-09       2.641005128411e-06      -3.197096925186e-07 
 1367       7.756802371991e+02       2.405551076192e+01       9.607680799376e-02      -6.124057254111e+01       3.954667901812e-09       2.645516821279e-06      -3.175008123165e-07 
 1368       7.769923183183e+02       2.387582746170e+01       9.604724500504e-02      -6.128670619778e+01       3.949073324545e-09       2.650143055416e-06      -3.152615425883e-07 
 1369       7.783033470717e+02       2.369538412370e+01       9.601807220964e-02      -6.131917295483e+01       3.943489157374e-09       2.654868395826e-06      -3.129922977340e-07 
 1370       7.796124286114e+02       2.351424352194e+01       9.598927467618e-02      -6.133805074758e+01       3.937915410435e-09       2.659677267911e-06      -3.106934967163e-07 
 1371       7.809186629064e+02       2.333246880408e+01       9.596083737419e-02      -6.134341822839e+01       3.932352091318e-09       2.664553956959e-06      -3.083655630784e-07 
 1372       7.822211447341e+02       2.315012349206e+01       9.593274517394e-02      -6.133535476816e+01       3.926799205042e-09       2.669482607624e-06      -3.060089249612e-07 
 1373       7.835189636701e+02       2.296727148276e+01       9.590498284625e-02      -6.131394045778e+01       3.921256754040e-09       2.674447223416e-06      -3.036240151215e-07 
 1374       7.848112040792e+02       2.278397704877e+01       9.587753506229e-02      -6.127925610959e+01       3.915724738130e-09       2.679431666177e-06      -3.012112709492e-07 
 1375       7.860969451058e+02       2.260030483898e+01       9.585038639342e-02      -6.123138325886e+01       3.910203154500e-09       2.684419655567e-06      -2.987711344856e-07 
 1376       7.873752606646e+02       2.241631987930e+01       9.582352131094e-02      -6.117040416525e+01       3.904691997682e-09       2.689394768545e-06      -2.963040524407e-07 
 1377       7.886452194312e+02       2.223208757338e+01       9.579692418597e-02      -6.109640181426e+01       3.899191259535e-09       2.694340438850e-06      -2.938104762111e-07 
 1378       7.899058848326e+02       2.204767370322e+01       9.577057928921e-02      -6.100945991873e+01       3.893700929220e-09       2.699239956479e-06      -2.912908618981e-07 
 1379       7.911563150376e+02       2.186314442991e+01       9.574447079077e-02      -6.090966292028e+01       3.888220993178e-09       2.704076467168e-06      -2.887456703249e-07 
 1380       7.923955629477e+02       2.167856629429e+01       9.571858276000e-02      -6.079709599079e+01       3.882751435111e-09       2.708832971867e-06      -2.861753670553e-07 
 1381       7.936226761876e+02       2.149400621764e+01       9.569289916524e-02      -6.067184503386e+01       3.877292235958e-09       2.713492326225e-06      -2.835804224110e-07 
 1382       7.948366970957e+02       2.130953150235e+01       9.566740387370e-02      -6.053399668626e+01       3.871843373875e-09       2.718037240057e-06      -2.809613114897e-07 
 1383       7.960366627144e+02       2.112520983263e+01       9.564208065123e-02      -6.038363831944e+01       3.866404824210e-09       2.722450276827e-06      -2.783185141829e-07 
 1384       7.972216047815e+02       2.094110927516e+01       9.561691316212e-02      -6.022085804095e+01       3.860976559483e-09       2.726713853123e-06      -2.756525151943e-07 
 1385       7.983905497197e+02       2.075729827981e+01       9.559188496896e-02      -6.004574469594e+01       3.855558549365e-09       2.730810238128e-06      -2.729638040572e-07 
 1386       7.995425186282e+02       2.057384568027e+01       9.556697953240e-02      -5.985838786860e+01       3.850150760654e-09       2.734721553094e-06      -2.702528751531e-07 
 1387       8.006765272724e+02       2.039082069481e+01       9.554218021098e-02      -5.965887788363e+01       3.844753157252e-09       2.738429770821e-06      -2.675202277294e-07 
 1388       8.017915860752e+02       2.020829292688e+01       9.551747026095e-02      -5.944730580775e+01       3.839365700145e-09       2.741916715122e-06      -2.647663659174e-07 
 1389       8.028867001071e+02       2.002633236585e+01       9.549283283606e-02      -5.922376345110e+01       3.833988347378e-09       2.745164060299e-06      -2.619917987509e-07 
 1390       8.039608690769e+02       1.984500938767e+01       9.546825098739e-02      -5.898834336874e+01       3.828621054034e-09       2.748153330610e-06      -2.591970401837e-07 
 1391       8.050130873225e+02       1.966439475557e+01       9.544370766314e-02      -5.874113886212e+01       3.823263772214e-09       2.750865899745e-06      -2.563826091083e-07 
 1392       8.060423438011e+02       1.948455962071e+01       9.541918570844e-02      -5.848224398054e+01       3.817916451008e-09       2.753282990289e-06      -2.535490293736e-07 
 1393       8.070476220800e+02       1.930557552290e+01       9.539466786520e-02      -5.821175352263e+01       3.812579036478e-09       2.755385673195e-06      -2.506968298036e-07 
 1394       8.080279003272e+02       1.912751439127e+01       9.537013677188e-02      -5.792976303776e+01       3.807251471631e-09       2.757154867248e-06      -2.478265442152e-07 
 1395       8.089821513020e+02       1.895044854494e+01       9.534557496329e-02      -5.763636882760e+01       3.801933696399e-09       2.758571338535e-06      -2.449387114368e-07 
 1396       8.099093423453e+02       1.877445069372e+01       9.532096487044e-02      -5.733166794750e+01       3.796625647617e-09       2.759615699912e-06      -2.420338753264e-07 
 1397       8.108084353705e+02       1.859959393878e+01       9.529628882034e-02      -5.701575820800e+01       3.791327258996e-09       2.760268410464e-06      -2.391125847899e-07 
 1398       8.116783868540e+02       1.842595177335e+01       9.527152903578e-02      -5.668873817630e+01       3.786038461102e-09       2.760509774976e-06      -2.361753937996e-07 
 1399       8.125181478257e+02       1.825359808339e+01       9.524666763518e-02      -5.635070717769e+01       3.780759181333e-09       2.760319943395e-06      -2.332228614124e-07 
 1400       8.133266638596e+02       1.808260714827e+01       9.522168663236e-02      -5.600176529706e+01       3.775489343896e-09       2.759678910290e-06      -2.302555517884e-07 
 1401       8.141028750643e+02       1.791305364147e+01       9.519656793640e-02      -5.564201338034e+01       3.770228869783e-09       2.758566514321e-06      -2.272740342090e-07 
 1402       8.148458404131e+02       1.774500575962e+01       9.517129448189e-02      -5.527156899784e+01       3.764977694492e-09       2.756968109378e-06      -2.242788454885e-07 
 1403       8.155551121711e+02       1.757850452987e+01       9.514585363313e-02      -5.489061451345e+01       3.759735821650e-09       2.754891676225e-06      -2.212703765271e-07 
 1404       8.162303653550e+02       1.741358428808e+01       9.512023381512e-02      -5.449934951977e+01       3.754503270460e-09       2.752350977340e-06      -2.182489840207e-07 
 1405       8.168712737459e+02       1.725027953105e+01       9.509442338608e-02      -5.409797492415e+01       3.749280058041e-09       2.749359909963e-06      -2.152150279188e-07 
 1406       8.174775098876e+02       1.708862491687e+01       9.506841063743e-02      -5.368669295113e+01       3.744066199413e-09       2.745932506589e-06      -2.121688714367e-07 
 1407       8.180487450850e+02       1.692865526510e+01       9.504218379359e-02      -5.326570714490e+01       3.738861707475e-09       2.742082935475e-06      -2.091108810664e-07 
 1408       8.185846494021e+02       1.677040555710e+01       9.501573101192e-02      -5.283522237173e+01       3.733666592990e-09       2.737825501136e-06      -2.060414265889e-07 
 1409       8.190848916599e+02       1.661391093626e+01       9.498904038253e-02      -5.239544482239e+01       3.728480864571e-09       2.733174644850e-06      -2.029608810857e-07 
 1410       8.195491394351e+02       1.645920670827e+01       9.496209992824e-02      -5.194658201463e+01       3.723304528656e-09       2.728144945161e-06      -1.998696209504e-07 
 1411       8.199770590579e+02       1.630632834139e+01       9.493489760439e-02      -5.148884279559e+01       3.718137589497e-09       2.722751118379e-06      -1.967680259005e-07 
 1412       8.203683156101e+02       1.615531146670e+01       9.490742129877e-02      -5.102243734423e+01       3.712980049141e-09       2.717008019087e-06      -1.936564789894e-07 
 1413       8.207225729236e+02       1.600619187839e+01       9.487965883146e-02      -5.054757717382e+01       3.707831907411e-09       2.710930640646e-06      -1.905353666177e-07 
 1414       8.210394935782e+02       1.585900553399e+01       9.485159795474e-02      -5.006447513432e+01       3.702693161887e-09       2.704534115697e-06      -1.874050785453e-07 
 1415       8.213187389000e+02       1.571378855465e+01       9.482322635293e-02      -4.957334541488e+01       3.697563807892e-09       2.697833716671e-06      -1.842660079034e-07 
 1416       8.215599689595e+02       1.557057722543e+01       9.479453164233e-02      -4.907440354621e+01       3.692443838472e-09       2.690844856295e-06      -1.811185512056e-07 
 1417       8.217628425698e+02       1.542940799552e+01       9.476550137103e-02      -4.856786640309e+01       3.687333244379e-09       2.683583088098e-06      -1.779631083605e-07 
 1418       8.219270172846e+02       1.529031747852e+01       9.473612301885e-02      -4.805395220677e+01       3.682232014050e-09       2.676064106920e-06      -1.748000826832e-07 
 1419       8.220521493966e+02       1.515334245270e+01       9.470638399717e-02      -4.753288052741e+01       3.677140133595e-09       2.668303749425e-06      -1.716298809071e-07 
 1420       8.221378939355e+02       1.501851986131e+01       9.467627164885e-02      -4.700487228653e+01       3.672057586773e-09       2.660317994603e-06      -1.684529131958e-07 
 1421       8.221839046661e+02       1.488588681275e+01       9.464577324807e-02      -4.647014975947e+01       3.666984354978e-09       2.652122964289e-06      -1.652695931554e-07 
 1422       8.221898340868e+02       1.475548058093e+01       9.461487600025e-02      -4.592893657777e+01       3.661920417216e-09       2.643734923668e-06      -1.620803378458e-07 
 1423       8.221553334273e+02       1.462733860548e+01       9.458356704188e-02      -4.538145773168e+01       3.656865750093e-09       2.635170281790e-06      -1.588855677930e-07 
 1424       8.220800526472e+02       1.450149849201e+01       9.455183344047e-02      -4.482793957257e+01       3.651820327793e-09       2.626445592083e-06      -1.556857070011e-07 
 1425       8.219636404338e+02       1.437799801241e+01       9.451966219434e-02      -4.426860981535e+01       3.646784122060e-09       2.617577552864e-06      -1.524811829640e-07 
 1426       8.218057442004e+02       1.425687510510e+01       9.448704023258e-02      -4.370369754094e+01       3.641757102178e-09       2.608583007857e-06      -1.492724266775e-07 
 1427       8.216060100847e+02       1.413816787526e+01       9.445395441488e-02      -4.313343319870e+01       3.636739234958e-09       2.599478946703e-06      -1.460598726515e-07 
 1428       8.213640829466e+02       1.402191459514e+01       9.442039153143e-02      -4.255804860886e+01       3.631730484712e-09       2.590282505482e-06      -1.428439589216e-07 
 1429       8.210796063665e+02       1.390815370430e+01       9.438633830279e-02      -4.197777696497e+01       3.626730813239e-09       2.581010967221e-06      -1.396251270617e-07 
 1430       8.207522226434e+02       1.379692380989e+01       9.435178137976e-02      -4.139285283636e+01       3.621740179809e-09       2.571681762421e-06      -1.364038221953e-07 
 1431       8.203815727934e+02       1.368826368690e+01       9.431670734330e-02      -4.080351217054e+01       3.616758541136e-09       2.562312469566e-06      -1.331804930083e-07 
 1432       8.199672965474e+02       1.358221227841e+01       9.428110270436e-02      -4.020999229566e+01       3.611785851365e-09       2.552920815647e-06      -1.299555917606e-07 
 1433       8.195090323495e+02       1.347880869589e+01       9.424495390379e-02      -3.961253192295e+01       3.606822062056e-09       2.543524676678e-06      -1.267295742985e-07 
 1434       8.190064173550e+02       1.337809221944e+01       9.420824731219e-02      -3.901137114917e+01       3.601867122155e-09       2.534142078219e-06      -1.235029000665e-07 
 1435       8.184590874290e+02       1.328010229806e+01       9.417096922983e-02      -3.840675145903e+01       3.596920977987e-09       2.524791195894e-06      -1.202760321197e-07 
 1436       8.178666771440e+02       1.318487854990e+01       9.413310588650e-02      -3.779891572764e+01       3.591983573227e-09       2.515490355914e-06      -1.170494371359e-07 
 1437       8.172288197784e+02       1.309246076256e+01       9.409464344140e-02      -3.718810822295e+01       3.587054848886e-09       2.506258035601e-06      -1.138235854276e-07 
 1438       8.165451473146e+02       1.300288889331e+01       9.405556798300e-02      -3.657457460819e+01       3.582134743293e-09       2.497112863904e-06      -1.105989509544e-07 
 1439       8.158152904371e+02       1.291620306940e+01       9.401586552895e-02      -3.595856194432e+01       3.577223192071e-09       2.488073621933e-06      -1.073760113350e-07 
 1440       8.150388785306e+02       1.283244358825e+01       9.397552202595e-02      -3.534031869244e+01       3.572320128122e-09       2.479159243472e-06      -1.041552478596e-07 
 1441       8.142156531314e+02       1.275164285609e+01       9.393452532166e-02      -3.472008560312e+01       3.567425496714e-09       2.470384765996e-06      -1.009371130714e-07 
 1442       8.133458095435e+02       1.267380111337e+01       9.389287110270e-02      -3.409806827821e+01       3.562539301123e-09       2.461749115167e-06      -9.772193294619e-08 
 1443       8.124296586859e+02       1.259891046350e+01       9.385055701670e-02      -3.347446433542e+01       3.557661557878e-09       2.453247135532e-06      -9.451000324911e-08 
 1444       8.114675139588e+02       1.252696291192e+01       9.380758070568e-02      -3.284947249804e+01       3.552792281724e-09       2.444873623035e-06      -9.130162183676e-08 
 1445       8.104596912483e+02       1.245795036600e+01       9.376393980607e-02      -3.222329259692e+01       3.547931485603e-09       2.436623324838e-06      -8.809708866398e-08 
 1446       8.094065089313e+02       1.239186463476e+01       9.371963194872e-02      -3.159612557237e+01       3.543079180645e-09       2.428490939148e-06      -8.489670579054e-08 
 1447       8.083082878802e+02       1.232869742872e+01       9.367465475883e-02      -3.096817347605e+01       3.538235376150e-09       2.420471115037e-06      -8.170077738780e-08 
 1448       8.071653514673e+02       1.226844035965e+01       9.362900585601e-02      -3.033963947290e+01       3.533400079573e-09       2.412558452273e-06      -7.850960974539e-08 
 1449       8.059780255698e+02       1.221108494043e+01       9.358268285423e-02      -2.971072784305e+01       3.528573296514e-09       2.404747501137e-06      -7.532351127793e-08 
 1450       8.047466385747e+02       1.215662258478e+01       9.353568336184e-02      -2.908164398373e+01       3.523755030698e-09       2.397032762247e-06      -7.214279253171e-08 
 1451       8.034715213829e+02       1.210504460712e+01       9.348800498154e-02      -2.845259441122e+01       3.518945283964e-09       2.389408686384e-06      -6.896776619144e-08 
 1452       8.021530074147e+02       1.205634222232e+01       9.343964531039e-02      -2.782378676268e+01       3.514144056248e-09       2.381869674312e-06      -6.579874708692e-08 
 1453       8.007914326137e+02       1.201050654554e+01       9.339060193980e-02      -2.719542979817e+01       3.509351345570e-09       2.374410076602e-06      -6.263605219984e-08 
 1454       7.993871354521e+02       1.196752859198e+01       9.334087245552e-02      -2.656773340248e+01       3.504567148019e-09       2.367024193454e-06      -5.948000067045e-08 
 1455       7.979404569354e+02       1.192739927674e+01       9.329045443761e-02      -2.594090858707e+01       3.499791457736e-09       2.359706274516e-06      -5.633091380436e-08 
 1456       7.964517406066e+02       1.189010941455e+01       9.323934546049e-02      -2.531516749201e+01       3.495024266904e-09       2.352450518712e-06      -5.318911507928e-08 
 1457       7.949213325515e+02       1.185564971962e+01       9.318754309287e-02      -2.469072338785e+01       3.490265565727e-09       2.345251074057e-06      -5.005493015180e-08 
